time_period,region_name,qualification,subject_area,subject_name,entry_count,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved 
2022 to 23,West Midlands,A level,Economics,Total Economics,2128.0,5.59211,25.79887,52.34962,77.44361,91.91729,97.65038
2022 to 23,West Midlands,A level,Music,Music Technology,26.0,0.0,0.0,15.38462,26.92308,76.92308,100.0
2022 to 23,West Midlands,A level,Modern languages - other,Chinese,19.0,5.26316,31.57895,84.21053,100.0,100.0,100.0
2022 to 23,West Midlands,A level,Classical studies,Ancient History,27.0,0.0,3.7037,48.14815,85.18519,100.0,100.0
2022 to 23,West Midlands,A level,Modern languages - other,Persian,1.0,0.0,0.0,0.0,100.0,100.0,100.0
2022 to 23,West Midlands,A level,Art & Design,Photography,645.0,6.20155,14.72868,44.96124,74.57364,90.23256,95.65891
2022 to 23,West Midlands,A level,Home Economics,Home Economics (Food),0.0,,,,,,
2022 to 23,West Midlands,A level,Modern languages - other,Portuguese,9.0,11.11111,55.55556,66.66667,88.88889,100.0,100.0
2022 to 23,West Midlands,A level,Modern languages - other,Modern Hebrew,0.0,,,,,,
2022 to 23,West Midlands,A level,Anthropology,Total Anthropology,0.0,,,,,,
2022 to 23,West Midlands,A level,Logic/Philosophy,Total Logic/ Philosophy,203.0,4.4335,19.21182,46.30542,71.92118,91.133,97.53695
2022 to 23,West Midlands,A level,Science - other,Geology,137.0,7.29927,16.78832,37.22628,70.07299,88.32117,96.35036
2022 to 23,West Midlands,A level,Sociology,Total Sociology,4541.0,3.96388,15.28298,44.02114,72.18674,90.35455,97.40145
2022 to 23,West Midlands,A level,Law,Total Law,1646.0,3.94897,14.5808,38.1531,63.97327,83.83961,94.59295
2022 to 23,West Midlands,A level,Psychology,Total Psychology,7301.0,5.42391,17.88796,42.89823,68.11396,85.94713,96.02794
2022 to 23,West Midlands,A level,Modern languages - other,Polish,41.0,14.63415,60.97561,75.60976,85.36585,87.80488,92.68293
2022 to 23,West Midlands,A level,Computer Science,Total Computer Science,1589.0,3.83889,17.30648,39.71051,63.37319,83.51164,94.08433
2022 to 23,West Midlands,A level,Modern languages,German,135.0,11.85185,34.81481,61.48148,82.22222,96.2963,99.25926
2022 to 23,West Midlands,A level,ICT,Total ICT,0.0,,,,,,
2022 to 23,West Midlands,A level,Classical studies,Total Classical studies,320.0,6.5625,28.4375,56.875,82.5,94.0625,98.75
2022 to 23,West Midlands,A level,Design and technology,D&T Food Technology,0.0,,,,,,
2022 to 23,West Midlands,A level,Maths,Maths,6969.0,11.53681,33.04635,53.10662,70.56967,85.11982,95.36519
2022 to 23,West Midlands,A level,Maths,Total Maths,7189.0,11.22548,32.38281,52.45514,70.30185,84.96314,95.36792
2022 to 23,West Midlands,A level,Classical studies,Other Classical Languages,0.0,,,,,,
2022 to 23,West Midlands,A level,Art & Design,Art and design,256.0,8.20313,25.39063,55.07813,79.29688,92.96875,98.04688
2022 to 23,West Midlands,A level,Science - other,Electronics,47.0,4.25532,21.2766,34.04255,59.57447,80.85106,89.3617
2022 to 23,West Midlands,A level,Geography,Geography,2857.0,5.14526,22.19111,50.40252,76.89884,92.68463,98.14491
2022 to 23,West Midlands,A level,Design and technology,D&T Engineering,56.0,1.78571,14.28571,30.35714,50.0,80.35714,96.42857
2022 to 23,West Midlands,A level,English,English literature,2935.0,7.35945,19.59114,49.26746,77.71721,92.91312,98.67121
2022 to 23,West Midlands,A level,Music,Total Music,282.0,4.60993,15.60284,37.94326,67.02128,86.17021,95.74468
2022 to 23,West Midlands,A level,Modern languages,Total Modern languages including Other,1162.0,11.27367,38.3821,64.80207,82.70224,93.71773,97.9346
2022 to 23,West Midlands,A level,Music,Music,256.0,5.07813,17.1875,40.23438,71.09375,87.10938,95.3125
2022 to 23,West Midlands,A level,English,English language & literature,753.0,2.92165,13.41301,42.49668,80.21248,95.61753,99.07039
2022 to 23,West Midlands,A level,Modern languages - other,Japanese,4.0,0.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,West Midlands,A level,Science - Biology,Total Biology,6749.0,6.43058,21.21796,41.68025,63.5057,82.10105,94.84368
2022 to 23,West Midlands,A level,Classical studies,Classical Civilisation,270.0,5.18519,27.40741,55.92593,80.74074,92.96296,98.51852
2022 to 23,West Midlands,A level,Design and technology,D&T Textiles Technology,13.0,0.0,7.69231,46.15385,84.61538,100.0,100.0
2022 to 23,West Midlands,A level,English,Total English,4833.0,5.19346,16.09766,45.76867,77.81916,93.85475,98.75854
2022 to 23,West Midlands,A level,Arts,Drama & Theatre Studies,489.0,3.88548,11.86094,46.01227,76.48262,94.06953,99.182
2022 to 23,West Midlands,A level,Design and technology,D&T Systems & Control,0.0,,,,,,
2022 to 23,West Midlands,A level,Art & Design,Fine Art,1300.0,9.38462,25.92308,59.30769,84.0,94.84615,98.61538
2022 to 23,West Midlands,A level,Science - Physics,Total Physics,2865.0,7.36475,24.25829,41.7452,61.39616,79.0925,93.82199
2022 to 23,West Midlands,A level,Design and technology,Design & Technology,0.0,,,,,,
2022 to 23,West Midlands,A level,Modern languages - other,Russian,6.0,33.33333,83.33333,83.33333,100.0,100.0,100.0
2022 to 23,West Midlands,A level,Maths - Further,Total Further Mathematics,858.0,23.31002,50.58275,71.56177,85.19814,93.93939,97.08625
2022 to 23,West Midlands,A level,General studies,Total General studies,0.0,,,,,,
2022 to 23,West Midlands,A level,Modern languages - other,Turkish,6.0,50.0,83.33333,100.0,100.0,100.0,100.0
2022 to 23,West Midlands,A level,Art & Design,3d Studies,124.0,3.22581,10.48387,34.67742,64.51613,83.87097,95.16129
2022 to 23,West Midlands,A level,Modern languages - other,Punjabi,28.0,42.85714,64.28571,75.0,89.28571,96.42857,96.42857
2022 to 23,West Midlands,A level,Science - other,Total Other Sciences,312.0,4.48718,12.5,29.48718,62.5,85.25641,93.91026
2022 to 23,West Midlands,A level,All subjects,Total subjects,67603.0,6.13878,21.16622,46.36776,71.05306,87.74315,96.51791
2022 to 23,West Midlands,A level,Art & Design,Total Art & Design,2932.0,7.94679,21.99864,53.54707,80.21828,92.97408,97.68076
2022 to 23,West Midlands,A level,Home Economics,Total Home Economics,0.0,,,,,,
2022 to 23,West Midlands,A level,Modern languages - other,Gujarati,0.0,,,,,,
2022 to 23,West Midlands,A level,Classical studies,Classical Greek,1.0,100.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,West Midlands,A level,Design and technology,Total D&T,771.0,2.98314,13.61868,36.57588,63.94293,84.6952,95.20104
2022 to 23,West Midlands,A level,Physical Education,Physical Education/Sports Studies,881.0,3.63224,14.30193,36.43587,63.90465,84.563,97.38933
2022 to 23,West Midlands,A level,Art & Design,History of Art,28.0,0.0,7.14286,25.0,64.28571,96.42857,96.42857
2022 to 23,West Midlands,A level,English,English language,1145.0,1.13537,8.9083,38.95197,76.50655,95.10917,98.77729
2022 to 23,West Midlands,A level,Modern languages - other,Total Other Modern Languages,267.0,24.7191,61.42322,80.14981,89.51311,94.00749,96.62921
2022 to 23,West Midlands,A level,Arts,Communication Studies,0.0,,,,,,
2022 to 23,West Midlands,A level,All facilitating subjects,Total facilitating subjects,33766.0,7.80963,25.2236,48.3208,69.87206,86.22579,96.02855
2022 to 23,West Midlands,A level,Arts,Film Studies,583.0,2.05832,12.17839,51.45798,85.59177,97.08405,98.97084
2022 to 23,West Midlands,A level,Maths,Mathematics (Pure),0.0,,,,,,
2022 to 23,West Midlands,A level,Art & Design,Graphics,408.0,7.35294,21.56863,55.88235,82.35294,93.87255,98.52941
2022 to 23,West Midlands,A level,Science - other,Environmental Science,128.0,1.5625,4.6875,19.53125,55.46875,83.59375,92.96875
2022 to 23,West Midlands,A level,Art & Design,Critical Studies,0.0,,,,,,
2022 to 23,West Midlands,A level,Modern languages - other,Urdu,29.0,37.93103,65.51724,93.10345,96.55172,100.0,100.0
2022 to 23,West Midlands,A level,Modern languages - other,Arabic,37.0,35.13514,62.16216,72.97297,75.67568,81.08108,89.18919
2022 to 23,West Midlands,A level,Archaeology,Total Archaeology,0.0,,,,,,
2022 to 23,West Midlands,A level,Maths,Mathematics (Statistics),220.0,1.36364,11.36364,31.81818,61.81818,80.0,95.45455
2022 to 23,West Midlands,A level,Modern languages,French,410.0,7.07317,30.2439,62.19512,82.92683,94.63415,98.53659
2022 to 23,West Midlands,A level,Arts,Media/Film/Tv Studies,1035.0,1.83575,12.56039,43.18841,78.16425,93.71981,98.55072
2022 to 23,West Midlands,A level,Arts,Total Arts,2107.0,2.37304,12.29236,46.13194,79.82914,94.73185,98.81348
2022 to 23,West Midlands,A level,Arts,Creative Writing,0.0,,,,,,
2022 to 23,West Midlands,A level,Physical Education,Total Physical Education,933.0,4.07288,15.43408,37.62058,64.84459,85.10182,97.42765
2022 to 23,West Midlands,A level,Religious Studies,Total Religious Studies,1502.0,3.99467,20.03995,49.73369,78.22903,91.81092,98.33555
2022 to 23,West Midlands,A level,All STEM subjects,Total STEM subjects,24672.0,8.32523,26.17947,46.63586,66.22892,83.14689,94.91732
2022 to 23,West Midlands,A level,Physical Education,Dance,52.0,11.53846,34.61538,57.69231,80.76923,94.23077,98.07692
2022 to 23,West Midlands,AS level,Arts,Communication Studies,0.0,,,,,,
2022 to 23,West Midlands,AS level,Science - Chemistry,Total Chemistry,589.0,0.0,7.97963,21.05263,35.31409,52.80136,72.1562
2022 to 23,West Midlands,AS level,Art & Design,3d Studies,1.0,0.0,0.0,0.0,0.0,100.0,100.0
2022 to 23,West Midlands,AS level,Art & Design,Photography,58.0,0.0,18.96552,39.65517,70.68966,87.93103,93.10345
2022 to 23,West Midlands,AS level,General studies,General Studies,0.0,,,,,,
2022 to 23,West Midlands,AS level,Science - other,Total Other Sciences,16.0,0.0,6.25,31.25,37.5,81.25,87.5
2022 to 23,West Midlands,AS level,Art & Design,Textiles,10.0,0.0,40.0,80.0,100.0,100.0,100.0
2022 to 23,West Midlands,AS level,Sociology,Total Sociology,862.0,0.0,9.28074,22.96984,41.64733,60.32483,77.61021
2022 to 23,West Midlands,AS level,Art & Design,Graphics,17.0,0.0,47.05882,70.58824,100.0,100.0,100.0
2022 to 23,West Midlands,AS level,Maths,Mathematics (Statistics),0.0,,,,,,
2022 to 23,West Midlands,AS level,Modern languages,Total Modern languages including Other,61.0,0.0,18.03279,47.54098,67.21311,85.2459,95.08197
2022 to 23,West Midlands,AS level,English,English literature,292.0,0.0,6.84932,24.65753,48.63014,74.31507,92.80822
2022 to 23,West Midlands,AS level,Accounting and Finance,Total Accounting and finance,0.0,,,,,,
2022 to 23,West Midlands,AS level,Classical studies,Ancient History,0.0,,,,,,
2022 to 23,West Midlands,AS level,Home Economics,Home Economics (Food),0.0,,,,,,
2022 to 23,West Midlands,AS level,Arts,Drama & Theatre Studies,17.0,0.0,29.41176,70.58824,88.23529,100.0,100.0
2022 to 23,West Midlands,AS level,Design and technology,D&T Product Design,7.0,0.0,0.0,14.28571,14.28571,57.14286,85.71429
2022 to 23,West Midlands,AS level,Classical studies,Latin,1.0,0.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,West Midlands,AS level,Business Studies,Total Business Studies,494.0,0.0,10.52632,25.50607,49.19028,72.46964,88.05668
2022 to 23,West Midlands,AS level,Modern languages - other,Irish,0.0,,,,,,
2022 to 23,West Midlands,AS level,English,English language & literature,70.0,0.0,4.28571,17.14286,42.85714,72.85714,85.71429
2022 to 23,West Midlands,AS level,Modern languages - other,Turkish,0.0,,,,,,
2022 to 23,West Midlands,AS level,Science - other,Geology,16.0,0.0,6.25,31.25,37.5,81.25,87.5
2022 to 23,West Midlands,AS level,Modern languages - other,Japanese,0.0,,,,,,
2022 to 23,West Midlands,AS level,Physical Education,Total Physical Education,36.0,0.0,19.44444,41.66667,63.88889,77.77778,88.88889
2022 to 23,West Midlands,AS level,Arts,Creative Writing,0.0,,,,,,
2022 to 23,West Midlands,AS level,Modern languages - other,Bengali,0.0,,,,,,
2022 to 23,West Midlands,AS level,Maths,Use of mathematics,0.0,,,,,,
2022 to 23,West Midlands,AS level,Economics,Total Economics,140.0,0.0,7.14286,19.28571,30.71429,47.85714,63.57143
2022 to 23,West Midlands,AS level,Geography,Total Geography,185.0,0.0,11.89189,29.18919,45.94595,66.48649,76.75676
2022 to 23,West Midlands,AS level,Physical Education,Physical Education/Sports Studies,36.0,0.0,19.44444,41.66667,63.88889,77.77778,88.88889
2022 to 23,West Midlands,AS level,Modern languages - other,Portuguese,0.0,,,,,,
2022 to 23,West Midlands,AS level,Modern languages,German,10.0,0.0,10.0,70.0,80.0,80.0,100.0
2022 to 23,West Midlands,AS level,Physical Education,Dance,0.0,,,,,,
2022 to 23,West Midlands,AS level,Religious Studies,Total Religious Studies,220.0,0.0,12.72727,32.27273,56.36364,75.0,87.72727
2022 to 23,West Midlands,AS level,Science - Biology,Total Biology,700.0,0.0,9.85714,21.0,40.42857,57.28571,77.42857
2022 to 23,West Midlands,AS level,Modern languages - other,Italian,0.0,,,,,,
2022 to 23,West Midlands,AS level,Art & Design,Art and design,12.0,0.0,25.0,58.33333,75.0,91.66667,100.0
2022 to 23,West Midlands,AS level,Modern languages - other,Modern Greek,0.0,,,,,,
2022 to 23,West Midlands,AS level,Home Economics,Total Home Economics,0.0,,,,,,
2022 to 23,West Midlands,AS level,Government and politics,Total Government and Politics,141.0,0.0,11.34752,26.24113,47.51773,69.50355,85.10638
2022 to 23,West Midlands,AS level,Design and technology,Design & Technology,0.0,,,,,,
2022 to 23,West Midlands,AS level,Design and technology,D&T Engineering,0.0,,,,,,
2022 to 23,West Midlands,AS level,Computer Science,Total Computer Science,126.0,0.0,7.93651,16.66667,26.98413,44.44444,61.90476
2022 to 23,West Midlands,AS level,Art & Design,Critical Studies,0.0,,,,,,
2022 to 23,West Midlands,AS level,Classical studies,Classical Greek,0.0,,,,,,
2022 to 23,West Midlands,AS level,Music,Music,10.0,0.0,10.0,20.0,60.0,90.0,100.0
2022 to 23,West Midlands,AS level,Logic/Philosophy,Total Logic/ Philosophy,0.0,,,,,,
2022 to 23,West Midlands,AS level,English,English language,105.0,0.0,10.47619,26.66667,55.2381,80.95238,92.38095
2022 to 23,West Midlands,AS level,Maths,Total Maths,793.0,0.0,18.28499,28.87768,42.11854,58.13367,71.62673
2022 to 23,West Midlands,AS level,Modern languages - other,Punjabi,0.0,,,,,,
2022 to 23,West Midlands,AS level,Archaeology,Total Archaeology,0.0,,,,,,
2022 to 23,West Midlands,AS level,Modern languages - other,Chinese,0.0,,,,,,
2022 to 23,West Midlands,AS level,Psychology,Total Psychology,1004.0,0.0,10.65737,22.31076,40.13944,58.76494,76.59363
2022 to 23,West Midlands,AS level,Arts,Film Studies,78.0,0.0,7.69231,39.74359,58.97436,84.61538,92.30769
2022 to 23,West Midlands,AS level,Modern languages - other,Total Other Modern Languages,0.0,,,,,,
2022 to 23,West Midlands,AS level,Music,Total Music,12.0,0.0,16.66667,25.0,66.66667,91.66667,100.0
2022 to 23,West Midlands,AS level,Maths - Further,Total Further Mathematics,357.0,0.0,43.41737,57.42297,73.38936,84.59384,90.19608
2022 to 23,West Midlands,AS level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2022 to 23,West Midlands,AS level,Anthropology,Total Anthropology,0.0,,,,,,
2022 to 23,West Midlands,AS level,Classical studies,Other Classical Languages,0.0,,,,,,
2022 to 23,West Midlands,AS level,General studies,Total General studies,0.0,,,,,,
2022 to 23,West Midlands,AS level,Modern languages - other,Modern Hebrew,0.0,,,,,,
2022 to 23,West Midlands,AS level,Art & Design,Fine Art,75.0,0.0,21.33333,60.0,88.0,97.33333,100.0
2022 to 23,West Midlands,AS level,Music,Music Technology,2.0,0.0,50.0,50.0,100.0,100.0,100.0
2022 to 23,West Midlands,AS level,Science - other,Electronics,0.0,,,,,,
2022 to 23,West Midlands,AS level,Geography,Geography,185.0,0.0,11.89189,29.18919,45.94595,66.48649,76.75676
2022 to 23,West Midlands,AS level,Arts,Media/Film/Tv Studies,50.0,0.0,0.0,8.0,40.0,68.0,92.0
2022 to 23,West Midlands,AS level,Art & Design,History of Art,0.0,,,,,,
2022 to 23,West Midlands,AS level,Science - Physics,Total Physics,246.0,0.0,10.56911,20.73171,31.70732,48.37398,73.98374
2022 to 23,West Midlands,AS level,All STEM subjects,Total STEM subjects,2811.0,0.0,16.07969,27.64141,42.65386,58.69797,75.31128
2022 to 23,West Midlands,AS level,Modern languages - other,Persian,0.0,,,,,,
2022 to 23,West Midlands,AS level,Classical studies,Classical Civilisation,19.0,0.0,15.78947,42.10526,52.63158,68.42105,78.94737
2022 to 23,West Midlands,AS level,Modern languages,French,28.0,0.0,21.42857,50.0,71.42857,89.28571,96.42857
2022 to 23,West Midlands,AS level,Maths,Maths,793.0,0.0,18.28499,28.87768,42.11854,58.13367,71.62673
2022 to 23,West Midlands,AS level,Modern languages - other,Gujarati,0.0,,,,,,
2022 to 23,West Midlands,AS level,Design and technology,D&T Systems & Control,0.0,,,,,,
2022 to 23,West Midlands,AS level,Law,Total Law,359.0,0.0,9.47075,19.49861,34.26184,50.69638,68.52368
2022 to 23,West Midlands,AS level,Design and technology,D&T Textiles Technology,0.0,,,,,,
